"Str1","Str2","freq"
"look","anyth",2
"look","beauti",2
"look","best",2
"look","calm",2
"look","can",2
"look","exampl",2
"look","kind",2
"look","shoulder",2
"look","window",2
"lord","ring",2
"lose","season",2
"lost","averag",2
"lost","mani",2
"lot","comment",2
"lot","fun",2
"lot","lot",2
"lot","peopl",2
"lot","talk",2
"loui","—",2
"loui","counti",2
"loui","vuitton",2
"love","“",2
"love","”",2
"love","also",2
"love","big",2
"love","book",2
"love","first",2
"love","footbal",2
"love","get",2
"love","last",2
"love","life",2
"love","mom",2
"love","never",2
"love","new",2
"love","point",2
"love","song",2
"love","talk",2
"love","u",2
"love","way",2
"love","write",2
"low","key",2
"low","point",2
"lower","middl",2
"lt","harold",2
"lucki","enough",2
"lucki","justin",2
"lucki","winner",2
"lunch","dinner",2
"lymph","node",2
"mac","chees",2
"made","avail",2
"made","basic",2
"made","clear",2
"made","commit",2
"made","cri",2
"made","far",2
"made","give",2
"made","good",2
"made","littl",2
"made","plan",2
"made","sever",2
"made","sound",2
"made","thin",2
"made","walk",2
"main","thing",2
"maintain","public",2
"major","book",2
"major","communiti",2
"major","leagu",2
"major","market",2
"make","best",2
"make","big",2
"make","break",2
"make","call",2
"make","citi",2
"make","dream",2
"make","easier",2
"make","even",2
"make","free",2
"make","fun",2
"make","great",2
"make","laugh",2
"make","mine",2
"make","plan",2
"make","play",2
"make","promis",2
"make","question",2
"make","red",2
"make","sacrific",2
"make","strong",2
"make","think",2
"make","top",2
"make","use",2
"make","video",2
"make","walk",2
"male","femal",2
"mama","joke",2
"man","love",2
"man","thank",2
"manag","call",2
"manag","mike",2
"manag","system",2
"manag","want",2
"mani","afternoon",2
"mani","american",2
"mani","day",2
"mani","employe",2
"mani","great",2
"mani","us",2
"mani","year",2
"mariano","rivera",2
"marin","serv",2
"market","share",2
"martin","neighborhood",2
"martini","glass",2
"marvel","charact",2
"match","last",2
"matt","eyeshadow",2
"matt","holliday",2
"matter","—",2
"matter","fact",2
"matter","good",2
"matter","leav",2
"may","best",2
"may","flower",2
"may","may",2
"may","need",2
"may","read",2
"may","see",2
"mayb","get",2
"mayb","peopl",2
"mayb","tomorrow",2
"mayb","weve",2
"mcmillan","said",2
"mean","can",2
"mean","dont",2
"mean","right",2
"mean","shes",2
"mean","sport",2
"mean","take",2
"mean","thing",2
"mean","time",2
"mean","us",2
"meant","say",2
"medic","examin",2
"medic","marijuana",2
"melt","ad",2
"member","vote",2
"memphi","graceland",2
"men","may",2
"men","theme",2
"men","women",2
"mental","ill",2
"mention","previous",2
"michael","bloomberg",2
"michael","frayn",2
"middl","school",2
"midnight","thursday",2
"midwest","region",2
"might","actual",2
"might","need",2
"might","seem",2
"might","tell",2
"might","think",2
"might","time",2
"might","well",2
"mile","away",2
"million","american",2
"million","foundat",2
"million","peopl",2
"million","ton",2
"million","view",2
"mind","someon",2
"mind","thing",2
"mini","seri",2
"mini”","nope",2
"minut","later",2
"minut","remov",2
"minut","second",2
"minut","stir",2
"miss","chanc",2
"miss","everyth",2
"miss","judi",2
"miss","one",2
"miss","time",2
"miss","two",2
"mission","statement",2
"mix","green",2
"mix","togeth",2
"mobil","phone",2
"monday","morn",2
"monday","wednesday",2
"monetari","fund",2
"money","go",2
"month","away",2
"month","follow",2
"month","may",2
"month","old",2
"month","practic",2
"month","week",2
"month","year",2
"moreno","said",2
"mormon","church",2
"morn","cancel",2
"morn","cant",2
"mortgag","averag",2
"mother","father",2
"mother","law",2
"mother","three",2
"motor","skill",2
"motor","vehicl",2
"move","come",2
"move","made",2
"movi","still",2
"movi","televis",2
"mr","h",2
"mr","hurd",2
"mr","wilder",2
"much","can",2
"much","closer",2
"much","credit",2
"much","effort",2
"much","great",2
"much","possibl",2
"much","rather",2
"much","say",2
"much","troubl",2
"much","want",2
"much","younger",2
"mulenex","fenton",2
"multi","medium",2
"multi","task",2
"mummi","daddi",2
"muscl","car",2
"music","danc",2
"music","ear",2
"muslim","communiti",2
"must","creat",2
"must","follow",2
"mutat","select",2
"n","im",2
"nail","polish",2
"name","jack",2
"name","now",2
"name","public",2
"naomi","jen",2
"nation","footbal",2
"nation","local",2
"nation","secur",2
"nation","televis",2
"nation","three",2
"nativ","plant",2
"natur","gas",2
"natur","resourc",2
"nba","team",2
"near","futur",2
"near","percent",2
"near","silent",2
"near","year",2
"need","accept",2
"need","access",2
"need","bento",2
"need","buy",2
"need","focus",2
"need","go",2
"need","good",2
"need","great",2
"need","learn",2
"need","lose",2
"need","love",2
"need","prove",2
"need","shot",2
"need","support",2
"need","take",2
"need","tell",2
"neutral","pronat",2
"never","forget",2
"never","get",2
"never","give",2
"never","know",2
"never","met",2
"never","quit",2
"never","said",2
"never","stop",2
"never","take",2
"new","addit",2
"new","collect",2
"new","day",2
"new","delhi",2
"new","develop",2
"new","england",2
"new","idea",2
"new","kind",2
"new","lawyer",2
"new","level",2
"new","market",2
"new","record",2
"new","rule",2
"new","set",2
"new","social",2
"new","system",2
"new","way",2
"new","websit",2
"new","week",2
"new","world",2
"new","yorker",2
"news","lot",2
"news","releas",2
"news","report",2
"newt","gingrich",2
"next","door",2
"next","four",2
"next","hour",2
"next","line",2
"next","meet",2
"next","morn",2
"next","project",2
"next","two",2
"nfl","team",2
"nichola","cage",2
"nick","furi",2
"night","drink",2
"night","guy",2
"night","just",2
"night","run",2
"nine","month",2
"nintendo","ds",2
"nomin","presid",2
"non","believ",2
"non","profit",2
"nonconfer","game",2
"nope","time",2
"north","america",2
"north","west",2
"note","last",2
"noth","except",2
"noth","wrong",2
"notic","leav",2
"novemb","decemb",2
"novemb","elect",2
"now","’m",2
"now","’ve",2
"now","cover",2
"now","dont",2
"now","govern",2
"now","let",2
"now","live",2
"now","mom",2
"now","nice",2
"now","old",2
"now","play",2
"now","read",2
"now","right",2
"now","see",2
"now","seem",2
"now","serv",2
"now","think",2
"now","top",2
"now","use",2
"now","want",2
"now","work",2
"now","year",2
"nuevo","león",2
"number","chosen",2
"number","three",2
"oath","offic",2
"offer","much",2
"offer","strong",2
"offer","take",2
"offic","call",2
"offic","one",2
"offic","peter",2
"offic","presid",2
"offic","said",2
"offic","st",2
"offici","member",2
"offici","visit",2
"often","get",2
"often","lead",2
"often","want",2
"oh","that",2
"oh","wait",2
"ohio","—",2
"oil","add",2
"oil","barrel",2
"oil","brush",2
"oil","can",2
"ok","make",2
"ok","ok",2
"oklahoma","state",2
"old","high",2
"old","ladi",2
"old","mother",2
"old","new",2
"old","one",2
"one","another’",2
"one","direct",2
"one","eight",2
"one","event",2
"one","ever",2
"one","everi",2
"one","expect",2
"one","first",2
"one","food",2
"one","friend",2
"one","game",2
"one","get",2
"one","give",2
"one","go",2
"one","great",2
"one","greatest",2
"one","guy",2
"one","half",2
"one","im",2
"one","interest",2
"one","kind",2
"one","know",2
"one","last",2
"one","let",2
"one","might",2
"one","name",2
"one","new",2
"one","night",2
"one","open",2
"one","option",2
"one","paint",2
"one","percent",2
"one","point",2
"one","read",2
"one","see",2
"one","someth",2
"one","stretch",2
"one","team",2
"one","third",2
"one","top",2
"one","us",2
"one","way",2
"one","week",2
"one","without",2
"one","woman",2
"one","world",2
"ooh","ahh",2
"open","discuss",2
"open","hous",2
"open","like",2
"open","night",2
"open","studio",2
"opera","hous",2
"opportun","build",2
"opportun","find",2
"order","say",2
"oregon","defens",2
"orr","said",2
"oswego","citi",2
"oswego","high",2
"other","just",2
"other","think",2
"outfit","can",2
"outsid","box",2
"outsid","thank",2
"overpron","foot",2
"own","schulz",2
"pacif","northwest",2
"page","one",2
"paint","colleg",2
"pale","ale",2
"palo","alto",2
"pan","medium",2
"paper","shelter",2
"paratransit","ticket",2
"parent","right",2
"parent","told",2
"park","campground",2
"park","one",2
"part","great",2
"part","life",2
"part","time",2
"parti","around",2
"particular","use",2
"partner","william",2
"pas","de",2
"pass","away",2
"past","decad",2
"past","life",2
"past","month",2
"past","season",2
"past","two",2
"past","year",2
"patrick","day",2
"patron","saint",2
"pave","way",2
"pay","back",2
"pay","debt",2
"pay","fine",2
"payment","properti",2
"pen","color",2
"penn","state",2
"peopl","also",2
"peopl","alway",2
"peopl","ask",2
"peopl","attend",2
"peopl","behind",2
"peopl","brought",2
"peopl","close",2
"peopl","die",2
"peopl","even",2
"peopl","live",2
"peopl","love",2
"peopl","might",2
"peopl","much",2
"peopl","must",2
"peopl","need",2
"peopl","now",2
"peopl","see",2
"peopl","start",2
"peopl","still",2
"peopl","world",2
"per","barrel",2
"per","diem",2
"per","person",2
"per","ticket",2
"percent","rick",2
"percent","vote",2
"percent","year",2
"perfect","fit",2
"perfect","place",2
"perform","school",2
"perform","song",2
"perform","venu",2
"perhap","ill",2
"perhap","surpris",2
"permit","say",2
"persist","effort",2
"person","’ll",2
"person","happi",2
"person","least",2
"person","live",2
"person","record",2
"pertwe","stori",2
"phone","fix",2
"photo","one",2
"physic","emot",2
"pick","new",2
"pictur","taken",2
"piec","—",2
"pinch","hit",2
"pinch","hitter",2
"pinpoint","accuraci",2
"pitch","two",2
"pizza","dough",2
"pizzeria","wine",2
"place","get",2
"place","look",2
"place","pm",2
"place","said",2
"place","singl",2
"plan","allow",2
"plan","buy",2
"plan","just",2
"plan","take",2
"plan","time",2
"plan","tri",2
"plan","trip",2
"plan","use",2
"plan","visit",2
"plan","wed",2
"plan","work",2
"plant","garden",2
"plant","sale",2
"play","big",2
"play","dont",2
"play","field",2
"play","final",2
"play","first",2
"play","go",2
"play","littl",2
"play","time",2
"play","tonight",2
"play","us",2
"player","field",2
"player","like",2
"pleas","don’t",2
"pleas","let",2
"pleas","tell",2
"pleas","visit",2
"pleasur","pain",2
"plz","follow",2
"pm","friday",2
"pm","go",2
"pm","new",2
"pm","pm",2
"pm","saturday",2
"pm","sunday",2
"pm","thursday",2
"point","content",2
"point","describ",2
"point","get",2
"point","go",2
"point","life",2
"point","miss",2
"point","per",2
"point","view",2
"point","year",2
"poison","ivi",2
"polaroid","land",2
"polic","chief",2
"polic","depart",2
"polici","among",2
"polici","make",2
"polit","debat",2
"polit","parti",2
"poll","show",2
"pond","biscuit",2
"pond","cro",2
"pond","flag",2
"pond","pond",2
"pond","today",2
"ponds”","pond",2
"poor","thing",2
"pop","shop",2
"pop","star",2
"possibl","year",2
"post","ive",2
"post","new",2
"power","great",2
"power","play",2
"power","rank",2
"practic","everi",2
"practic","time",2
"prairi","fairi",2
"pray","take",2
"pray","us",2
"pre","heat",2
"precious","sister",2
"prefectur","two",2
"pregnanc","test",2
"premier","leagu",2
"prepar","go",2
"present","writer",2
"presid","barack",2
"presid","say",2
"presid","unit",2
"pretti","amaz",2
"primari","reason",2
"primari","resid",2
"princ","wale",2
"princ","william",2
"print","size",2
"prison","one",2
"privat","caus",2
"privat","land",2
"privat","school",2
"prize","gift",2
"prize","winner",2
"probabl","better",2
"probabl","make",2
"probabl","right",2
"problem","time",2
"problem","want",2
"proceed","start",2
"procter","gambl",2
"product","area",2
"product","compani",2
"product","doubt",2
"product","love",2
"product","start",2
"product","work",2
"professor","miura",2
"program","call",2
"program","now",2
"program","top",2
"prohibit","product",2
"project","alreadi",2
"project","build",2
"project","just",2
"project","make",2
"project","manag",2
"project","one’",2
"project","wait",2
"project","work",2
"pronounc","dead",2
"proof","util",2
"properti","assess",2
"propos","best",2
"propos","independ",2
"prosecutor","offic",2
"protect","enemi",2
"prove","best",2
"prove","point",2
"prove","resid",2
"provid","chanc",2
"provid","electr",2
"provid","proof",2
"provid","use",2
"provid","work",2
"psycholog","sound",2
"public","defend",2
"public","health",2
"public","inform",2
"public","librari",2
"public","support",2
"public","year",2
"publish","book",2
"purpos","effect",2
"purpos","make",2
"push","back",2
"push","button",2
"push","issu",2
"put","away",2
"put","end",2
"put","function",2
"put","one",2
"qb","coach",2
"qualiti","’s",2
"question","aris",2
"question","know",2
"question","well",2
"question","what",2
"quick","chang",2
"quick","poll",2
"quick","work",2
"quit","daunt",2
"quit","opposit",2
"quit","right",2
"quit","tonight",2
"quit","well",2
"quot","day",2
"r","talk",2
"race","may",2
"racial","oppress",2
"racial","privileg",2
"radio","host",2
"radio","station",2
"railway","station",2
"rais","children",2
"rais","fund",2
"rais","issu",2
"rate","mortgag",2
"rather","see",2
"re","arrang",2
"reach","give",2
"read","blog",2
"read","correct",2
"read","e",2
"read","like",2
"read","lot",2
"read","realli",2
"read","said",2
"reader","look",2
"readi","ball",2
"readi","go",2
"real","good",2
"real","issu",2
"realiz","much",2
"realli","anyth",2
"realli","appreci",2
"realli","bad",2
"realli","care",2
"realli","concern",2
"realli","creat",2
"realli","great",2
"realli","hard",2
"realli","long",2
"realli","look",2
"realli","move",2
"realli","realli",2
"realli","sore",2
"realli","tast",2
"realli","work",2
"reason","”",2
"reason","like",2
"reason","price",2
"reason","suspicion",2
"rebound","per",2
"recent","month",2
"recent","post",2
"recent","spring",2
"recent","survey",2
"recip","call",2
"recip","make",2
"record","includ",2
"record","year",2
"red","bull",2
"red","hill",2
"red","lentil",2
"red","pepper",2
"reduc","price",2
"refer","claim",2
"regular","basi",2
"relat","alleg",2
"relationship","like",2
"releas","inform",2
"releas","record",2
"religi","freedom",2
"remain","game",2
"remain","one",2
"remain","origin",2
"rememb","time",2
"rememb","train",2
"remind","us",2
"remov","heat",2
"remov","oven",2
"repeat","statement",2
"report","card",2
"report","damag",2
"report","hear",2
"report","state",2
"report","today",2
"republican","congress",2
"republican","gov",2
"republican","parti",2
"republican","run",2
"requir","new",2
"requir","percent",2
"resid","need",2
"resid","primari",2
"respect","cultur",2
"respond","well",2
"rest","outfit",2
"rest","week",2
"rest","world",2
"restaur","one",2
"return","first",2
"return","time",2
"review","review",2
"review","song",2
"rich","beauti",2
"richard","branson",2
"richard","said",2
"right","answer",2
"right","behind",2
"right","free",2
"right","front",2
"right","hander",2
"right","hit",2
"right","privaci",2
"right","question",2
"right","side",2
"right","spot",2
"right","there",2
"right","time",2
"right","top",2
"rise","time",2
"road","game",2
"road","map",2
"road","park",2
"rock","format",2
"roll","boil",2
"roller","coaster",2
"room","rather",2
"root","around",2
"rosso","pizzeria",2
"rough","estim",2
"round","game",2
"round","trip",2
"row","behind",2
"rowan","univers",2
"rt","“",2
"rt","im",2
"rt","today",2
"run","away",2
"run","best",2
"run","even",2
"run","foot",2
"run","la",2
"run","late",2
"run","money",2
"run","power",2
"run","presid",2
"run","rbi",2
"run","report",2
"run","score",2
"run","shoe",2
"run","tie",2
"runner","second",2
"s","peopl",2
"s","urban",2
"sad","day",2
"sad","news",2
"sad","see",2
"saga","andi",2
"said","’ll",2
"said","“’ve",2
"said","”",2
"said","arriv",2
"said","believ",2
"said","better",2
"said","board",2
"said","charli",2
"said","concern",2
"said","couldnt",2
"said","day",2
"said","democrat",2
"said","disappoint",2
"said","dr",2
"said","e",2
"said","enough",2
"said","everi",2
"said","expect",2
"said","fabric",2
"said","feel",2
"said","find",2
"said","game",2
"said","get",2
"said","goal",2
"said","hes",2
"said","howev",2
"said","id",2
"said","investig",2
"said","know",2
"said","last",2
"said","leagu",2
"said","note",2
"said","noth",2
"said","peopl",2
"said","play",2
"said","said",2
"said","shot",2
"said","stab",2
"said","state",2
"said","statement",2
"said","still",2
"said","thought",2
"said","walk",2
"said","week",2
"said","whether",2
"said","year",2
"said","yesterday",2
"salari","cap",2
"sale","tax",2
"santa","rosa",2
"satin","ribbon",2
"satur","fat",2
"saturday","dec",2
"saturday","octob",2
"saturday","spent",2
"save","us",2
"saw","bear",2
"saw","last",2
"saw","peni",2
"say","’re",2
"say","allow",2
"say","anyth",2
"say","cook",2
"say","don’t",2
"say","dont",2
"say","go",2
"say","goodby",2
"say","hi",2
"say","im",2
"say","later",2
"say","least",2
"say","much",2
"say","need",2
"say","never",2
"say","noth",2
"say","public",2
"say","spokesman",2
"say","thank",2
"say","time",2
"say","use",2
"say","want",2
"scandal","scar",2
"scatter","across",2
"scholarship","attend",2
"school","board",2
"school","bus",2
"school","case",2
"school","ferguson",2
"school","last",2
"school","rather",2
"school","teacher",2
"school","visit",2
"sci","fi",2
"scooter","rental",2
"score","doubl",2
"score","th",2
"script","volum",2
"season","one",2
"season","share",2
"seattl","time",2
"second","hand",2
"second","left",2
"second","pitch",2
"second","time",2
"secretari","state",2
"secur","guard",2
"secur","system",2
"see","also",2
"see","chang",2
"see","daili",2
"see","didn’t",2
"see","enjoy",2
"see","feel",2
"see","go",2
"see","guy",2
"see","happen",2
"see","home",2
"see","hope",2
"see","im",2
"see","mani",2
"see","mother",2
"see","part",2
"see","photo",2
"see","previous",2
"see","progress",2
"see","rich",2
"see","safe",2
"see","thing",2
"see","walk",2
"seed","oil",2
"seek","fund",2
"seem","abl",2
"seem","inspir",2
"seem","just",2
"seem","much",2
"seem","new",2
"seen","one",2
"self","confid",2
"self","control",2
"self","discoveri",2
"self","esteem",2
"self","express",2
"self","titl",2
"sell","back",2
"sell","book",2
"senat","bill",2
"senat","committe",2
"senat","investig",2
"senat","told",2
"send","direct",2
"send","resum",2
"senior","vice",2
"sens","belong",2
"sens","humor",2
"sens","signific",2
"separ","state",2
"serious","consid",2
"serious","just",2
"serious","problem",2
"serv","state",2
"serv","two",2
"servic","llc",2
"servic","patient",2
"servic","remov",2
"servic","secretari",2
"sesam","street",2
"session","vote",2
"set","just",2
"set","love",2
"set","plan",2
"set","show",2
"set","use",2
"seven","minut",2
"seven","time",2
"seventh","inning",2
"sever","area",2
"sever","democrat",2
"sever","hall",2
"shed","man",2
"sheriff","deputi",2
"sherlock","holm",2
"shes","work",2
"shop","thrift",2
"short","arriv",2
"short","pm",2
"short","term",2
"shot","look",2
"shot","new",2
"shot","two",2
"show","“",2
"show","also",2
"show","avail",2
"show","chang",2
"show","debut",2
"show","door",2
"show","got",2
"show","need",2
"show","new",2
"show","readi",2
"show","san",2
"show","today",2
"show","tonight",2
"shower","can",2
"shut","engin",2
"sick","day",2
"sick","leav",2
"side","coin",2
"side","effect",2
"side","end",2
"side","street",2
"sierra","club",2
"sign","dalla",2
"sign","law",2
"silken","tofu",2
"silver","foil",2
"simon","cowel",2
"simpl","dinner",2
"simpl","thing",2
"sinc","’s",2
"sinc","can",2
"sinc","day",2
"sinc","death",2
"sinc","fail",2
"sinc","just",2
"sinc","last",2
"sinc","saturday",2
"sinc","still",2
"sinc","studi",2
"sing","song",2
"sing","time",2
"singl","day",2
"singl","right",2
"sit","back",2
"sit","bar",2
"sit","hotel",2
"sit","room",2
"site","googl",2
"six","hour",2
"six","month",2
"size","fit",2
"skinni","jean",2
"sleep","work",2
"sleepless","night",2
"slice","raw",2
"slot","machin",2
"small","breweri",2
"small","companion",2
"sneak","around",2
"soak","rise",2
"social","insurance”",2
"social","secur",2
"social","studi",2
"social","worker",2
"sock","share",2
"softwar","compani",2
"someday","take",2
"someon","actual",2
"someon","ask",2
"someon","can",2
"someon","know",2
"someon","read",2
"someth","activ",2
"someth","better",2
"someth","get",2
"someth","happen",2
"someth","new",2
"someth","next",2
"someth","special",2
"someth","still",2
"someth","worth",2
"someth","wrong",2
"sometim","almost",2
"sometim","feel",2
"sometim","just",2
"sometim","need",2
"somewher","just",2
"song","’s",2
"song","make",2
"soon","much",2
"soon","possibl",2
"sorri","havent",2
"sound","bite",2
"sound","good",2
"sound","great",2
"soup","kitchen",2
"soup","use",2
"sour","cream",2
"sourc","said",2
"south","africa",2
"south","america",2
"south","carolina",2
"south","central",2
"speak","condit",2
"speak","truth",2
"special","place",2
"special","school",2
"specialti","cocktail",2
"spend","day",2
"spend","hour",2
"spend","weekend",2
"spent","mani",2
"spent","much",2
"spent","time",2
"spent","year",2
"spicebush","berri",2
"spirit","fill",2
"spirit","spirit",2
"spirit","work",2
"spoken","word",2
"spokesman","said",2
"sport","fan",2
"spray","paint",2
"spread","payment",2
"squar","feet",2
"st","andrew’",2
"st","clare",2
"st","paul",2
"staff","–",2
"stage","play",2
"standard","poor",2
"star","that",2
"star","war",2
"start","call",2
"start","day",2
"start","earli",2
"start","end",2
"start","feel",2
"start","finish",2
"start","get",2
"start","hear",2
"start","next",2
"start","play",2
"start","read",2
"start","sell",2
"start","teach",2
"start","turn",2
"start","work",2
"start","yell",2
"state","attorney",2
"state","budget",2
"state","depart",2
"state","econom",2
"state","energi",2
"state","enlighten",2
"state","govern",2
"state","law",2
"state","line",2
"state","mind",2
"state","one",2
"state","polic",2
"state","said",2
"statement","can",2
"statement","made",2
"statement","said",2
"statement","say",2
"status","quo",2
"statut","limit",2
"stay","like",2
"step","asid",2
"step","peopl",2
"stereotyp","can",2
"stick","one",2
"still","believ",2
"still","cost",2
"still","feel",2
"still","finish",2
"still","get",2
"still","like",2
"still","make",2
"still","manag",2
"still","reel",2
"still","rememb",2
"still","school",2
"still","second",2
"still","tri",2
"still","work",2
"stock","exxonmobil",2
"stop","bar",2
"stop","find",2
"stop","meet",2
"stop","pick",2
"stop","talk",2
"stop","time",2
"storag","room",2
"store","improv",2
"store","owner",2
"stori","like",2
"stori","line",2
"stori","wind",2
"storm","come",2
"stranger","can",2
"strong","case",2
"strong","faith",2
"strong","perform",2
"stuck","straw",2
"studi","teacher",2
"studio","say",2
"stuff","dont",2
"stuff","help",2
"style","dress",2
"sugar","crisp",2
"suggest","otherwis",2
"suicid","barrier",2
"suicid","rate",2
"sun","report",2
"sunday","first",2
"sunday","keep",2
"support","communiti",2
"support","like",2
"support","need",2
"suppos","help",2
"suppos","take",2
"sure","real",2
"sure","time",2
"sure","write",2
"surfac","eye",2
"surpris","first",2
"surround","peopl",2
"swanson","said",2
"sweet","woodruff",2
"switch","channel",2
"switch","pledg",2
"system","devis",2
"system","made",2
"system","requir",2
"tackl","climat",2
"take","anyth",2
"take","back",2
"take","challeng",2
"take","differ",2
"take","dog",2
"take","hold",2
"take","long",2
"take","minut",2
"take","photo",2
"take","right",2
"take","see",2
"take","sever",2
"take","walk",2
"take","whole",2
"take","year",2
"taken","hospit",2
"taken","well",2
"talk","point",2
"talk","talk",2
"tank","top",2
"tannehil","probabl",2
"tast","good",2
"tast","like",2
"tast","pretti",2
"tast","room",2
"tax","bill",2
"tax","credit",2
"tax","levi",2
"tax","return",2
"taxi","driver",2
"tea","parti",2
"tea","room",2
"teach","peopl",2
"teacher","said",2
"team","just",2
"team","last",2
"team","member",2
"team","score",2
"team","team",2
"technolog","chang",2
"teenag","girl",2
"televis","histori",2
"televis","seri",2
"televis","show",2
"tell","even",2
"tell","love",2
"tell","miss",2
"tell","well",2
"tell","ya",2
"temperatur","reach",2
"terrorist","threat",2
"test","use",2
"test…","call",2
"text","back",2
"th","anniversari",2
"th","annual",2
"th","avenu",2
"th","centuri",2
"th","congression",2
"th","decemb",2
"th","marin",2
"th","pm",2
"th","sinc",2
"th","st",2
"th","th",2
"thank","dude",2
"thank","excit",2
"thank","ff",2
"thank","good",2
"thank","host",2
"thank","just",2
"thank","let",2
"thank","make",2
"thank","mention",2
"thank","time",2
"thank","want",2
"thanksgiv","week",2
"that","boy",2
"that","fine",2
"that","killer",2
"that","near",2
"that","realli",2
"there","also",2
"there","just",2
"there","mani",2
"there","noth",2
"there","still",2
"theyr","also",2
"theyr","go",2
"theyr","perfect",2
"thin","slice",2
"thing","back",2
"thing","book",2
"thing","come",2
"thing","done",2
"thing","dont",2
"thing","eod",2
"thing","ever",2
"thing","find",2
"thing","havent",2
"thing","look",2
"thing","made",2
"thing","make",2
"thing","matter",2
"thing","morn",2
"thing","one",2
"thing","start",2
"thing","thought",2
"thing","two",2
"thing","want",2
"thing","weve",2
"thing","world",2
"think","brown",2
"think","call",2
"think","day",2
"think","dont",2
"think","due",2
"think","first",2
"think","follow",2
"think","good",2
"think","may",2
"think","much",2
"think","need",2
"think","origin",2
"think","part",2
"think","person",2
"think","play",2
"think","seven",2
"think","sever",2
"think","state",2
"think","time",2
"think","well",2
"think","weve",2
"think","youll",2
"third","attempt",2
"third","baseman",2
"third","period",2
"third","quarter",2
"thirti","second",2
"though","haha",2
"though","just",2
"though","like",2
"thought","good",2
"thought","guy",2
"thought","lost",2
"thought","make",2
"thought","realli",2
"three","counti",2
"three","differ",2
"three","episod",2
"three","game",2
"three","guy",2
"three","quarter",2
"three","run",2
"thursday","friday",2
"thus","far",2
"ticket","sale",2
"ticket","usual",2
"tie","run",2
"time","“",2
"time","alon",2
"time","ask",2
"time","blog",2
"time","brain",2
"time","call",2
"time","celebr",2
"time","clean",2
"time","consid",2
"time","continu",2
"time","cut",2
"time","depend",2
"time","discuss",2
"time","favorit",2
"time","good",2
"time","half",2
"time","help",2
"time","just",2
"time","last",2
"time","learn",2
"time","left",2
"time","less",2
"time","life",2
"time","lol",2
"time","make",2
"time","mani",2
"time","place",2
"time","point",2
"time","prepar",2
"time","problem",2
"time","project",2
"time","rais",2
"time","read",2
"time","right",2
"time","said",2
"time","saw",2
"time","sinc",2
"time","spend",2
"time","tell",2
"time","time",2
"time","today",2
"time","togeth",2
"time","travel",2
"time","two",2
"time","wait",2
"time","week",2
"time","well",2
"time","world",2
"time","yard",2
"tire","”",2
"tire","cranki",2
"toad","stuhl",2
"today","agnost",2
"today","day",2
"today","friday",2
"today","just",2
"today","mani",2
"today","realiz",2
"today","start",2
"today","still",2
"today","surpris",2
"togeth","creat",2
"togeth","pleas",2
"told","come",2
"told","go",2
"told","live",2
"told","report",2
"told","us",2
"tomorrow","night",2
"tomorrow","pm",2
"tomorrow","son",2
"toni","blair",2
"tonight","abl",2
"tonight","club",2
"tonight","game",2
"tonight","thank",2
"took","advantag",2
"took","minut",2
"took","part",2
"took","place",2
"took","similar",2
"top","job",2
"top","lung",2
"top","spot",2
"top","three",2
"total","point",2
"tough","loss",2
"tough","question",2
"tough","sell",2
"tour","guid",2
"tour","stop",2
"toward","end",2
"toward","goal",2
"town","wide",2
"township","polic",2
"toxic","chemic",2
"tracklist","releas",2
"trade","commiss",2
"trail","goe",2
"travel","agent",2
"travel","infecti",2
"trayvon","martin",2
"treasuri","index",2
"treat","us",2
"treat","whole",2
"tree","grass",2
"tree","point",2
"tree","year",2
"tri","build",2
"tri","defend",2
"tri","drink",2
"tri","forc",2
"tri","hard",2
"tri","help",2
"tri","keep",2
"tri","move",2
"tri","new",2
"tri","now",2
"tri","play",2
"tri","prevent",2
"tri","run",2
"trip","help",2
"trip","joy",2
"trip","report",2
"troubl","make",2
"true","mean",2
"tuesday","afternoon",2
"tuesday","agre",2
"turn","away",2
"turn","back",2
"turn","right",2
"turn","upon",2
"tv","ad",2
"tweet","back",2
"twenti","eight",2
"twice","week",2
"two","bear",2
"two","candid",2
"two","children",2
"two","dog",2
"two","half",2
"two","home",2
"two","hour",2
"two","singl",2
"two","store",2
"two","time",2
"two","voic",2
"u","find",2
"u","just",2
"u","know",2
"ultim","end",2
"unabl","get",2
"unbeliev","bit",2
"under","problem",2
"undergradu","degre",2
"underpron","foot",2
"understand","economi",2
"undocu","immigr",2
"unit","kingdom",2
"univers","big",2
"univers","colleg",2
"univers","hospit",2
"univers","michigan",2
"unreal”","absolut",2
"unus","sick",2
"unusu","detail",2
"us","air",2
"us","can",2
"us","center",2
"us","depart",2
"us","draw",2
"us","economi",2
"us","histori",2
"us","holi",2
"us","im",2
"us","like",2
"us","live",2
"us","made",2
"us","marshal",2
"us","near",2
"us","now",2
"us","peopl",2
"us","team",2
"us","time",2
"us","tuesday",2
"us","week",2
"us","wouldv",2
"us","wrong",2
"use","copic",2
"use","cover",2
"use","euro",2
"use","finger",2
"use","forc",2
"use","go",2
"use","gorgeous",2
"use","littl",2
"use","minor",2
"use","now",2
"use","one",2
"use","real",2
"use","regular",2
"use","season",2
"use","silken",2
"use","standard",2
"use","time",2
"use","tissu",2
"use","whole",2
"usual","cost",2
"usual","spent",2
"usual","take",2
"util","bill",2
"util","room",2
"utmost","see",2
"vacat","day",2
